id,display_name,class,spec,provenance,defined,registered,implementation_class,implementation_category,configured_spell_category,configured_spell_category_reason,unlock_level,active_kit,balance_entry,spell_school,combo_reference,targeting,cooldown,effective_cost,damage,healing,cc,mobility,summon,delayed,projectile,scaling_path,regression_coverage,definition_location,registration_location
double_tap,Duplalövés,archer,sharpshooter,SPEC,yes,yes,ProjectileBurstSpell,projectile,,,29,,yes,class default / primordial,,implementation-defined,30,4,,,,,no,no,yes,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:515,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:515
dragonrage,Sárkánydüh,evoker,devastation,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,39,,yes,class default / primordial,,SELF,90,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1505,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1505
drain_life,Életszívás,warlock,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/healing primitive; no persistent/scheduled lifecycle,6,,yes,class default / primordial,,TARGET,45,35,3,4,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1373,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1373
dread_aura,Rettegésaura,wizard,necromancer,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE utility primitive; no persistent/scheduled lifecycle,32,,yes,class default / primordial,,AOE,120,4,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:376,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:376
dread_whisper,Rémsuttogás,assassin,phantom,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET utility primitive; no persistent/scheduled lifecycle,42,,yes,class default / primordial,,TARGET,90,3,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:657,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:657
dream_breath,Álomlehelet,evoker,preservation,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE healing primitive; no persistent/scheduled lifecycle,25,preservation,yes,class default / primordial,,AOE,60,5,,3,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1515,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1515
druid_bear_form,Medveforma,druid,,BASE,yes,yes,DruidFormSpell,form,,,13,,yes,class default / primordial,,implementation-defined,6,50,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/DruidFormSpell.java:47,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:674
druid_cat_form,Párducforma,druid,,BASE,yes,yes,DruidFormSpell,form,,,7,,yes,class default / primordial,,implementation-defined,6,50,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/DruidFormSpell.java:55,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:675
druid_moonkin_form,Holdforma,druid,,BASE,yes,yes,DruidFormSpell,form,,,21,,yes,class default / primordial,,implementation-defined,6,50,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/DruidFormSpell.java:60,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:676
druid_travel_form,Utazóforma,druid,,BASE,yes,yes,DruidFormSpell,form,,,17,,yes,class default / primordial,,implementation-defined,6,50,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/DruidFormSpell.java:66,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:677
eagle_eye,Sasszem,archer,,BASE,yes,yes,EagleEyeSpell,dedicated,,,3,,yes,class default / primordial,,implementation-defined,90,40,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/EagleEyeSpell.java:14,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:779
earth_shield,Földpajzs,shaman,tidal,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,33,,yes,class default / primordial,,SELF,75,5,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1581,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1581
earth_shock,Földrengés,shaman,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,6,,yes,class default / primordial,elemental-overload,AOE,30,30,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1109,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1109
earthbind_totem,Földbéklyó-totem,shaman,elemental,SPEC,yes,yes,ShamanTotemSpell,stateful,,,27,,yes,class default / primordial,,implementation-defined,75,5,,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/managers/TotemManager.java:58,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:818
earthen_weapon,Földi Fegyver,shaman,enhancement,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,42,,yes,class default / primordial,,SELF,90,5,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1195,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1195
earthquake,Földmoraj,shaman,elemental,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,30,,yes,class default / primordial,,AOE,60,55,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1147,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1147
echo,Visszhang,evoker,preservation,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,33,preservation,yes,class default / primordial,,SELF,60,5,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1521,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1521
elemental_blast,Elemi Robbanás,shaman,elemental,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,33,,yes,class default / primordial,,TARGET,45,50,6,,FREEZE,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1155,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1155
elemental_overload,Elemi Túltöltés,wizard,elementalist,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/cc primitive; no persistent/scheduled lifecycle,45,elementalist,yes,class default / primordial,,AOE,300,150,5,,FREEZE,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:359,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:359
ember_storm,Parázsvihar,wizard,elementalist,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,33,elementalist,yes,class default / primordial,,AOE,120,70,2,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:343,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:343
emerald_blossom,Smaragd Virág,evoker,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,6,preservation,yes,class default / primordial,,SELF,45,40,,5,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1483,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1483
entangling_roots,Gyökérfonat,druid,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET cc primitive; no persistent/scheduled lifecycle,9,ironbark,yes,class default / primordial,,TARGET,45,40,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:686,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:686
enveloping_mist,Beborító Köd,monk,mistweaver,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE healing primitive; no persistent/scheduled lifecycle,30,mistweaver,yes,class default / primordial,,AOE,30,4,,3,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1595,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1595
epidemic,Ragály,death_knight,unholy,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,39,unholy,yes,arnyek,,AOE,75,50,5.0,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1010,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1010
essence_break,Esszencia Törés,demon_hunter,havoc,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,36,,yes,class default / primordial,,TARGET,60,55,8,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1451,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1451
essence_font,Esszencia-forrás,monk,mistweaver,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE utility primitive; no persistent/scheduled lifecycle,39,mistweaver,yes,class default / primordial,,AOE,90,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1603,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1603
eternity_breath,Örök Lehelet,evoker,devastation,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,devastation,yes,class default / primordial,,AOE,300,150,9,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1509,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1509
eternity_surge,Örökkévalóság Hulláma,evoker,devastation,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,30,devastation,yes,class default / primordial,,AOE,60,55,6,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1501,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1501
ethereal_form,Éteri Forma,assassin,phantom,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,37,phantom,yes,class default / primordial,,SELF,180,7,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:647,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:647
evangelism,Evangelizáció,priest,discipline,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,discipline,yes,class default / primordial,,AOE,300,150,,8,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1343,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1343
evasion,Kitérés,assassin,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF mobility primitive; no persistent/scheduled lifecycle,15,,yes,class default / primordial,,SELF,90,40,,,,dash,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:308,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:308
expel_harm,Ártalom Kiűzése,monk,,BASE,yes,yes,ExpelHarmSpell,stateful,,,19,,yes,class default / primordial,,implementation-defined,90,45,2,4,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/ExpelHarmSpell.java:41,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:795
eye_beam,Szemsugár,demon_hunter,havoc,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,28,havoc,yes,class default / primordial,,TARGET,60,55,7,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1443,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1443
fade,Elhalványulás,priest,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,19,,yes,class default / primordial,,SELF,75,50,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1323,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1323
falcon_strike,Sólyomcsapás,archer,beast_master,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,42,,yes,class default / primordial,,TARGET,60,5,5,,BLINDNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:567,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:567
fear,Rettegés,warlock,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET cc primitive; no persistent/scheduled lifecycle,15,,yes,class default / primordial,,TARGET,60,35,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1377,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1377
feast,Lakoma,warrior,berserker,SPEC,yes,yes,FeastSpell,dedicated,,,25,,yes,class default / primordial,,implementation-defined,120,352,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/FeastSpell.java:9,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:771
featherfoot,Pehelykonyu Leptu,archer,sharpshooter,SPEC,yes,yes,FeatherfootSpell,dedicated,,,25,,yes,class default / primordial,,implementation-defined,45,1,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/FeatherfootSpell.java:11,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:766
fel_barrage,Fel Sortűz,demon_hunter,havoc,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,30,,yes,class default / primordial,,AOE,75,55,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1445,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1445
fel_blade,Fel Penge,demon_hunter,vengeance,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/healing primitive; no persistent/scheduled lifecycle,45,vengeance,yes,class default / primordial,,AOE,300,150,8,8,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1471,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1471
fel_bolt,Démontűz-lövedék,warlock,demonologist,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,25,demonologist,yes,class default / primordial,,TARGET,25,3,5.0,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1082,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1082
fel_devastation,Fel Pusztítás,demon_hunter,vengeance,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/healing primitive; no persistent/scheduled lifecycle,36,,yes,class default / primordial,,AOE,90,60,6,5,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1467,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1467
fel_rush,Fel Roham,demon_hunter,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF mobility primitive; no persistent/scheduled lifecycle,4,havoc,yes,class default / primordial,,SELF,20,2,,,,dash,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1425,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1425
feral_charge,Vad Roham,druid,feral,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF mobility primitive; no persistent/scheduled lifecycle,27,feral,yes,class default / primordial,,SELF,35,4,,,,dash,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:710,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:710
feral_spirit,Vad Szellem,shaman,enhancement,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,36,enhancement,yes,class default / primordial,,SELF,90,5,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1183,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1183
festering_strike,Gennyes Csapás,death_knight,unholy,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,25,unholy,yes,arnyek,,TARGET,22,3,6.0,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:994,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:994
festering_wounds,Gennyedő Sebek,assassin,plaguebringer,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,36,plaguebringer,yes,class default / primordial,,TARGET,75,3,6.0,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1066,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1066
fiery_brand,Tüzes Bélyeg,demon_hunter,vengeance,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,30,vengeance,yes,class default / primordial,,TARGET,60,45,3,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1463,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1463
final_stand,Végső Kiállás,paladin,protection,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,45,protection,yes,class default / primordial,,SELF,300,150,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1627,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1627
final_verdict,Végső Ítélet,paladin,retribution,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,retribution,yes,class default / primordial,,AOE,300,150,9,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:885,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:885
fire_breath,Tűzlehelet,evoker,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,11,devastation,yes,class default / primordial,,AOE,45,45,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1479,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1479
fireball,Tűzgolyó,wizard,elementalist,SPEC,yes,yes,ProjectileBurstSpell,projectile,,,26,elementalist,yes,class default / primordial,arcane-execution,implementation-defined,45,40,,,,,no,no,yes,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:332,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:332
firestorm,Tűzvihar,evoker,devastation,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,36,,yes,class default / primordial,,AOE,75,60,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1507,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1507
fists_of_fury,Düh Ökle,monk,windwalker,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/cc primitive; no persistent/scheduled lifecycle,30,windwalker,yes,class default / primordial,flurry-fists,AOE,45,5,6,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1243,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1243
flame_shock,Lángrengés,shaman,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,8,elemental,yes,class default / primordial,"elemental-overload,lava-flare",TARGET,30,35,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1113,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1113
flare,Jelzőfény,archer,sharpshooter,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE utility primitive; no persistent/scheduled lifecycle,32,,yes,class default / primordial,,AOE,90,4,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:518,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:518
flash_heal,Villámgyógyítás,paladin,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,4,holy,yes,class default / primordial,,SELF,15,30,,5,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:788,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:788
flourish,Virágzás,druid,restoration,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE healing primitive; no persistent/scheduled lifecycle,45,restoration,yes,class default / primordial,,AOE,300,150,,8,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1567,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1567
flying_kick,Repülő Rúgás,monk,windwalker,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF mobility primitive; no persistent/scheduled lifecycle,27,windwalker,yes,class default / primordial,,SELF,35,3,,,,dash,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1259,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1259
flying_serpent_kick,Repülő Kígyórúgás,monk,,BASE,yes,yes,FlyingSerpentKickSpell,stateful,,,17,,yes,class default / primordial,,implementation-defined,35,3,,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/FlyingSerpentKickSpell.java:30,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:805
fortify,Megerősítés,warrior,guardian,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,27,guardian,yes,class default / primordial,,SELF,120,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:462,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:462
fortifying_brew,Erősítő Sör,monk,brewmaster,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,39,brewmaster,yes,class default / primordial,,SELF,120,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1288,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1288
frenzied_regen,Eszeveszett Regen,druid,ironbark,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,39,ironbark,yes,class default / primordial,,SELF,90,60,,6,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1541,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1541
friendship,Baratsag,archer,beast_master,SPEC,yes,yes,FriendshipSpell,dedicated,,,25,,yes,class default / primordial,,implementation-defined,45,4,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/FriendshipSpell.java:13,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:765
frost_fever,Fagysugár,death_knight,,BASE,yes,yes,FrostFeverSpell,dedicated,,,21,,yes,fagy,,implementation-defined,90,45,2,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/FrostFeverSpell.java:35,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:808
